cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID
数数星星特别特别,2015-03-23 15:57,sml-str30,环境尚算宽敞。价钱和出品中规中矩啦,好,好,好,3179845
dpuser_54353709814,2015-03-21 23:25,sml-str30,料足，服務不错，有地方坐低…………………………,好,好,好,3179845
keitawa,2015-03-21 22:18,sml-str40,冰糖雪耳木瓜糖水，木瓜好大块，吃起来不方便，而且煮得不够，我不是很喜欢，另外糖水不够甜，可能我吃太甜了吧,好,非常好,很好,3179845
LYANXIAN,2015-03-15 22:15,sml-str40,打完球黎吃个宵夜，O(∩_∩)O哈哈~,很好,很好,很好,3179845
Latte_Cappuccino,2015-03-14 15:36,sml-str30,广式甜品老店，虽然附近也有很多甜品店，但比较喜欢来这里,好,一般,一般,3179845
糖小圆大,"2015-03-14
  更新于2015-03-17 12:39",sml-str40,"路过排队的人太多，情不自禁进去吃甜不甩真的甩满记好多！好吃～糯死了榴莲班戟的蛋皮也非常的赞，榴莲的肉肉香而不腻，搭配奶油很舒服就是姜汁撞奶坑了…主要是我第一次吃…吃的是时候满心都是彗星撞地球的感觉…555555
                            

		                            收起评论",好,一般,一般,3179845
Grace_fj,2015-03-13 18:48,sml-str40,一个晚上吃的第三家明记甜品人头攒动，两个女人一碗双皮奶、一碗杏仁糊扎扎实实灌下去就战斗力大降了。杏仁糊真的是真材实料磨的。,很好,好,好,3179845
hlan365,2015-03-10 23:08,sml-str20,"元宵夜赏完花灯，特意过来文明路这边吃点汤圆，结果10点的队伍依旧有好几米长，长长的队伍依旧抵挡不了人们对于甜品的热衷程度，也难怪了这家名声在外的小店铺。虽然人气爆棚，但里面的服务员手脚相当麻利，而且上来甜品的速度也非常快，环境整洁程度基本能令人满意，不会太失望。    当天一行五人，点了不同口味的品种，杨枝甘露份量不少，招牌的糖不甩其实就是无馅的汤圆裹上一层花生酥之类的，香甜可口，不过感觉卡路里一定不低；至于麻薯汤圆、牛奶汤圆、姜汁汤圆，其实都是不同汤底的汤圆罢了，里面都是传统的汤圆，一份大约有5粒，当成一份甜品足矣。
                            

		                            收起评论",好,一般,一般,3179845
瞧我这颗虎牙,2015-03-08 21:28,sml-str20,"芝麻糊棒棒的，很稠，香香的。那天正好正月十四，我要的芝麻糊加汤圆，然后就悲剧了，先吃了一个汤圆觉得怪怪的，有点酸，接着又吃第二个，吃了一半，还是怪怪的酸酸的，哎，好吧，放弃了，喝完黑黑的芝麻糊。还点了一份糖不甩，看到攻略说一定要去芬芳甜品吃糖不甩，因为太远了就先尝尝别的店的糖不甩吧，不尝不要紧一尝吓一跳，然后就打消了一定要去芬芳甜品的想法。糖不甩就是和汤圆一样的白色糯米团子，只是木有馅儿，实心的白色糯米团子。不喜欢，吃完胃里消化不动了。最后那个汤圆解决了，店员退了汤圆钱给我，哎，好吧。
                            

		                            收起评论",一般,好,一般,3179845
dancelu,2015-03-08 16:14,sml-str40,我觉得呢间好过百花玫瑰喔。我一般都是食红豆沙或者姜撞奶，都值回票价啊。,很好,好,好,3179845
hihikikiyo,2015-03-06 08:39,sml-str10,元宵去凑热闹…玫瑰，百花人多到不得了！只能食无甘多人但明知难食既明记，汤丸一团粉，馅料没有漏馅的感觉是实的，仲话系招牌~两个糖水甜到苦！晚上翻去仲要有点搞肚…差评！,差,一般,差,3179845
识饮识吃识享受,2015-03-02 00:08,sml-str30,"春节假期去完中图，嘴馋想吃糖水。首先玫瑰放假无营业，走到百花又人头涌涌。只好选择明记，他家一样热闹。只好在门口加台。二人各自选：香芋红豆椰奶西米露10元/碗，椰汁西米露7元/碗，味道还算ok，价钱比以前略为小贵……
                            

		                            收起评论",好,一般,好,3179845
AOMDK,2015-02-24 23:48,sml-str50,多人多到爆炸.價格都算公道嘎！就係人太多！排隊都排到生無可戀！！！,非常好,差,差,3179845
kristy1976,2015-02-24 22:21,sml-str30,文明路一带有唔少嘅糖水铺，明记价格相对较抵。 广式嘅糖水铺，出品还算可以芝麻糊比较细腻，唔会太甜。又香又滑！,好,好,一般,3179845
蓝色唯一,2015-02-22 13:40,sml-str30,"昨天晚上十点多来，也要排队，此店有港式甜品、龟灵膏、清润糖水、汤圆等，点了椰汁紫米糕、椰汁西米加木瓜。椰汁紫米糕（10元）卖相可以，口感香甜软滑。椰汁西米加木瓜（9元）西米口感欠佳，总体味道一般。
                            

		                            收起评论",好,一般,一般,3179845
嘉恩籽,2015-02-19 10:09,sml-str50,文明路 文德路 德政路都系以甜品为主 呢间五算出名 但系出品都五错 五想排长龙噶可以黎呢度试下,非常好,非常好,非常好,3179845
吃香喝辣啵啵珠,2015-02-17 22:44,sml-str20,出品很一般，不知道为什么有那么多捧场,一般,一般,一般,3179845
菜菜娅_1867,2015-02-17 10:28,sml-str50,晚黑9点几去，间间甜品店都要排队，好旺场啊，价钱5贵，味道几好，朋友点的姜撞奶好正宗，姜味好浓,非常好,很好,很好,3179845
凤蚊,2015-02-15 16:20,sml-str40,喜欢杏仁糊很香浓，也喜欢鸳鸯糊可以吃到两种味道！,很好,很好,非常好,3179845
SynthiaTseng,2015-02-09 09:57,sml-str40,"同学聚会来的这里，不太够地，不过稍微等一下很幸运地等到一条长桌。我点了椰汁紫米糕，超好吃，口感很好，尤其爱紫米。其他人吃了龟苓膏也感觉不错，香芋奶糊凤凰奶糊也很好吃。最后8个人点了那个雪花冰，很赞，分量大味道也不错。挺开心的。
                            

		                            收起评论",非常好,好,好,3179845
__qi,2015-02-05 13:53,sml-str40,人气很旺，点了姜汁豆腐花和杏仁糊，姜汁豆腐花一般，几乎吃不出姜汁的味道，杏仁糊很赞，杏仁味很浓。,很好,很好,很好,3179845
佳祺的妈妈,2015-02-03 22:24,sml-str40,姜汁豆腐花才3元钱，味道不错，,很好,很好,很好,3179845
suna201666,2015-02-03 16:37,sml-str40,一份红豆沙，一份芝麻糊拼花生糊，挺香的，就是如果没那么甜就更好了。太甜了容易腻。,很好,好,好,3179845
kosett,2015-01-31 09:40,sml-str30,位于十字路口地方的一家甜品店，地方很显眼，长期都有很多路过的人会来这里帮衬的，也不局限与甜品，不过甜品是主打。      店内环境还可以，甜品的选择也很多。,好,好,好,3179845
魔镜的主人,2015-01-28 23:19,sml-str50,外带到酒店晚上吃的，推荐杨枝甘露！很正，芒果西米露也不错但芒果不够甜,很好,很好,很好,3179845
Ms兔子,2015-01-26 13:55,sml-str50,凤凰奶糊和糖不甩都很不错！！！,很好,很好,很好,3179845
1q147,2015-01-21 21:27,sml-str30,份量比对面多，味道又唔错，6蚊绿豆沙食得过，性价比不错。,很好,好,好,3179845
arashi arashi,2015-01-12 10:45,sml-str40,雪花冰！28元两个人分还要撑到爆，分量十足啊！好好吃！配的芒果粒也是鲜甜可口，满足！本来要等位的，桌边的顾客刚吃完就让座真nice。好店聚集好顾客哦！生意兴隆！加油！下次来尝试其他美味！,很好,很好,很好,3179845
轻风拂云,2015-01-08 22:40,sml-str50,要了一个它的招牌——姜汁豆腐花，很滑，姜汁不会很浓，也不会很甜，刚刚好，很赞！,非常好,很好,很好,3179845
yin0806,2015-01-05 18:37,sml-str50,姜汁豆腐花好好吃，芒果也很不错,非常好,非常好,非常好,3179845
pollylaw,2015-01-04 21:58,sml-str40,味道不错，最爱豆腐花，可惜晚上经常卖光，没有得吃，不过糖不甩就不推荐了，太大一块粉团，煮不透心，难吃！,很好,很好,很好,3179845
千年佳华,2014-12-29 20:46,sml-str50,来团购吃过，感觉好好吃，座位坐得舒服，很不错,非常好,非常好,非常好,3179845
松花鸭腿,2014-12-29 17:20,sml-str40,明记芒果绵绵冰，分量比较多，不过柚子肉有点带苦。芝麻糊香滑不错的说。店面位置比较少，虽有两层却是不太够。,很好,好,很好,3179845
白云区葫芦娃,2014-12-28 22:32,sml-str30,就一个路口，玫瑰，百花，明记，各有fans，我的排名就系——玫瑰-明记-百花。。。哈哈哈。。明记创新的比较多。。。百花同玫瑰以传统为主。。。想吃新鲜野，可以去明记,好,一般,一般,3179845
猪仔啦啦,2014-12-23 11:56,sml-str40,每次经过都要进去吃一碗，必点芝麻糊，只有老城区才有正宗的广式糖水,很好,好,好,3179845
ashley_媛媛,2014-12-19 23:47,sml-str40,对面百花人太多就转战这里了，味道也不错哦。,很好,很好,好,3179845
yoyo小琳,2014-12-16 11:09,sml-str50,每次来都是吃双皮奶加其他甜品，总是很多人在排队。等等等，为了吃，一直在等啊~~但是值得等啊,非常好,非常好,非常好,3179845
野田君君君,2014-12-10 21:09,sml-str40,每次都系点豆腐花，便宜又好吃。,好,一般,好,3179845
monica丽,2014-12-05 17:53,sml-str50,点了芝麻糊汤圆 味道好好 汤圆是莲蓉的 芝麻糊磨得好细,非常好,非常好,非常好,3179845
追蜂姐姐,"2014-11-29
  更新于2014-12-22 17:17",sml-str40,[可爱]吃完火锅逛到文明路，甜品店好几家最终选了明记，杨枝甘露雪花冰清甜可口，很喜欢！,很好,好,好,3179845
甜饼卷,2014-11-29 03:07,sml-str40,杨枝甘露雪花冰 好吃好吃！！！！,很好,好,好,3179845
很好吃不会做,2014-11-25 05:36,sml-str50,"甜食店内寻甜蜜，明记铺中品龟灵发现广州有几多。比如饼屋多、甜食店多、粥摊多、粉面铺多、包子店多、餐馆多，还有就是7-11多。都与吃有关。不愧“食在广州”！北京，天热了，找超市，买瓶水。广州，天热了，进糖水店，点个甜品。所以甜品店多，生活必需。不足为奇啦！“明记”在德政中路与文明路交叉口。铺面位置西北角，斜向面对初升的太阳。面积比一般店大些，约二三个开间。点单、拿号牌、再入座。【椰汁龟苓膏】自多年前来过广州之后，就爱上了龟苓膏。但受条件所限，总感觉北京龟苓膏不如广州的正宗。不过北京当地人不大认这东东，进甜食店点这款的不多。首先量大。一只白瓷大圆盅，盛着满满的龟苓膏。上浇一层白色的椰汁，有少许甜度。感观上完全颠覆北京印象。其次味纯。舀一大块，入口微甜，满满的，全是幸福啊！龟苓膏棕色透明，满嘴清凉，有股淡淡的椰汁香。北京做法：一般是放糖，好些的倒蜂蜜。真不如浇椰汁，味道淡香悠远。当时只恨勺子太小！【红豆龟苓膏】再加一份红豆的。同样是一只白瓷大圆盅。上面盖着一层冒尖的红豆。龟苓膏味道与上同。红豆入口甜糯。但入口偏甜，不如椰汁来的清淡。少放些糖就好了。我推荐上款。【姜撞奶】味道一般且偏甜。感觉不如南信。也不如仁信。可能是南北方口味差。吃过甜品，幸福指数直接飙升！！！
                            

		                            收起评论",非常好,一般,好,3179845
WongQueenie,2014-11-11 15:27,sml-str30,"这里的地方不是很大，但看起来还算干净的。姜汁豆腐花，卖相可以，吃起来有香香的姜汁味道，豆腐花又白又滑，味道不错。芝麻糊，卖相一般，分量还算可以的，吃起来好香，但又不会很甜的样子，味道属于刚刚好的状态。双皮奶，入口嫩嫩的，吃多了也不会觉得腻，奶味很足，好好吃~价钱：人均大约10元左右，价钱还算OK。
                            

		                            收起评论",好,一般,一般,3179845
乌藻猫,2014-11-06 14:40,sml-str20,吃了他家的芝麻糊，急性肠胃炎入院，以后都不去了,好,一般,很好,3179845
为食猫眯,2014-10-30 18:10,sml-str40,姜汁豆花超抵食啊，3蚊一大碗，但通常下午就卖光光啦，汤丸都唔错,很好,很好,很好,3179845
stella66_chen,2014-10-28 00:13,sml-str50,绵绵冰超级好吃，至今非常怀念，只要有机会一定再去！,非常好,很好,非常好,3179845
youyou3721,2014-10-22 00:06,sml-str30,"朋友是个超级爱吃甜品的人，一到北京路就要吃这家那家的甜品，所以每次都会被拉到甜品店里，差不多北京、文明路附近的糖水店都吃个遍了，这天下午又去吃了，我说了不排队的，所以就没去什么百花等店了，来这个明记甜品吧，刚好看到广发卡有满60元就立减30元，这次真来对了。仔细地挑了三样东西刚好60元，哈哈，首先是我最爱的榴莲绵绵冰，好大份呀，口感真不错，榴莲味足，差不多一大部分是我吃的。另外一个是芒果奶昔，是朋友喝的，听说也不错啦。最后凑单的是芒果水晶球，超级小的一个，味道可以。
                            

		                            收起评论",好,好,好,3179845
红烧白灼,2014-10-21 17:46,sml-str40,最爱吃的是双皮奶，还有冰沙，每次去都要排队，就是有点慢,很好,好,好,3179845
qinglinglu,2014-10-18 15:57,sml-str30,等了很久才上东西，服务很差，东西也很一般，要的红豆芋头，竟然拿几颗芋头粒来充数，而且还是不粉的！难吃,好,很好,一般,3179845
stone__1025,2014-10-14 21:39,sml-str30,点的绿豆汤和杨枝甘露。价格很便宜，绿豆汤味道还不错，杨枝甘露就不能和别家比。,好,一般,一般,3179845
和年龄不匹配的帅气,2014-10-13 13:58,sml-str20,好吃不算贵，就是人太多了，吃的好急促喧闹,好,差,一般,3179845
比克大大大魔王,2014-10-08 09:34,sml-str30,好久前去的这家，是旁边传统甜品明记拓展过来的，不过走新式甜品路线。夏天去还可以，口味保持明记的一贯水准，还不错。只是价格贵了点，比起隔壁就贵太多了。,很好,好,好,3179845
annabelle712,2014-10-06 15:30,sml-str40,"位于文明路附近的明记，比惠福路店人多很多，特别系周末。这里的雪花冰很出名，之前有节目介绍过。当然我比较喜欢它的杏仁糊豆腐花或者芝麻糊豆腐花。杏仁糊或者芝麻糊中和了豆腐花的甜味，味道适中。凤凰炒奶糊等待的时间较长，味道不会太甜，很香很好吃。这里坐得比较舒服，有空调。
                            

		                            收起评论",很好,很好,很好,3179845
黄松哲,2014-10-06 12:57,sml-str30,味道一般，没有什么服务的，来了没有吃到喜欢吃的味道,好,好,好,3179845
我躲在墙角哭,2014-10-06 03:16,sml-str30,感觉很朴实的小店，品种很多，从广东的传统甜品如双皮奶姜汁撞奶，到比较新式的如绵绵冰之类的都有。味道嘛还过得去，不会惊艳。价格倒是很便宜！,好,一般,一般,3179845
我躲在墙角哭,2014-10-06 03:13,sml-str30,德政中路和文明路的交叉口，在尝过某某家的双皮奶后，有了比较，这家就一般了！红豆双皮奶，红豆芯子好硬，像还没煮到位，难道广东人爱这样的？！双皮奶没有很浓郁。芒果班戟，芒果很酸，整体一般。,好,一般,一般,3179845
大胃高索菲,2014-10-01 22:23,sml-str30,收银那个很拽，红豆沙太甜，我本来喜甜都觉得腻！香芋硬而无味，只有芝麻糊做的最好。这次使我更加坚定下次去对面老字号--百花的决心,好,好,一般,3179845
魔鬼兔,2014-09-30 22:07,sml-str40,自从百花升价就一直帮衬明记，吃到这里也升价了，幸好幅度不大，还有新品推出。,很好,很好,很好,3179845
废材Human,2014-09-28 13:03,sml-str30,通常斜对面果间百花太多人就黎哩度食~芝麻糊汤丸同百花噶差唔多，环境好过百花小小。,好,好,好,3179845
Yolanda咩咩,2014-09-23 11:02,sml-str40,#芝麻糊# 5错~甜度适中~5会太漏~~~,很好,很好,好,3179845
vika823,2014-09-16 11:29,sml-str20,中午无聊一个人去吃 得两个店员系度打闹 要了个姜撞奶 里面居然有条类似头发状的东西……我擦 果断差评,一般,一般,一般,3179845
jessica46,2014-09-14 23:21,sml-str40,买了芒果冰，被前面的图片骗了，上面没有实体芒果，全都是沙，不过芒果味道很浓,很好,很好,很好,3179845
rabbit19,2014-09-12 11:52,sml-str30,因为，百花，玫瑰，无位置，才来这里的，，就是普普通通啦，，我还是喜欢玫瑰的豆腐。。。。,好,好,好,3179845
Nikita_cc,2014-09-01 12:59,sml-str40,喜欢这间甜度刚好店，经常光顾。,很好,很好,很好,3179845
摩西莫希,2014-08-25 23:45,sml-str40,"现在明记多了很多新花样，除了传统粤式甜品外，还有新式的港式甜品。特别是芒果绵绵冰~~价格不贵，味道不错，灰常稀饭若讲到传统粤式甜品，只能说中规中矩。价格与百花接近，但分量不如人家足，味道也稍显浓浊。
                            

		                            收起评论",好,好,一般,3179845
eaterp,2014-08-24 19:36,sml-str40,东西挺好吃的，服务也很好，不好找，环境一般吧，总的来说还不错,非常好,很好,非常好,3179845
猪行天下666,2014-08-17 13:32,sml-str20,广州很多这钟糖水店，价格很便宜，味道都很清淡，但我更喜欢许留山那种浓厚的甜品,一般,一般,一般,3179845
38866,2014-08-17 00:19,sml-str30,"十二点过来文明路食糖水，百花无奶糊，求其食左碗红豆沙就过左明记食奶糊，另外一围话奶糊炒糊了，要换，佢果碗同我呢碗应该系同一锅的，确实我第一啖已经食到窿左，不过我个人觉得窿的仲香点，明记果个服务员食左个客一啖奶糊仲死口五认窿，仲拉埋我落水，话我都无投诉窿，五系个朋友叫个我五好禁多事，我肯定照实讲，个服务员一点都五诚实，影衰间铺
                            

		                            收起评论",好,好,一般,3179845
阿不不625,2014-08-15 13:09,sml-str30,吃的杨枝甘露雪花冰，很好吃呀，芒果也很大颗~,好,好,好,3179845
hilltea,"2014-08-13
  更新于2014-08-15 22:30",sml-str40,"第一晚路过这家店的时候其实已经很撑 看到雪花冰很诱人的样子又想尝尝 被告知不能打包QAQ瞄到宣传画上的麻蓉汤圆觉得也不错就点了 端上来发现有八个而且个头真的很大不过汤圆口感很好 配的姜汁水也很棒 只是吃到第四个实在吃不动了只能作罢第二天去天字码头 特意绕道这家来吃杨枝甘露雪花冰和榴莲班戟 可能期望值太高 感觉不如汤圆惊艳~
                            

		                            收起评论",很好,好,很好,3179845
ANNETTE_YY,2014-08-12 16:11,sml-str50,虽然是老店，但是芒果雪花冰可以媲美五代同糖，料很足，又实惠。重点还要推荐杏仁糊，吃过后每次去都要点，很纯正。,非常好,很好,非常好,3179845
kiwigreen,"2014-08-11
  更新于2016-03-24 12:31",sml-str40,"所以广州人吃不胖吗！......快九点了甜品店还全是人.......【ps后来路过一家包子店发现还在营业而且买的人也不少...real服因为是随意晃到这边的没有事先看DP~就就这店面最大的一幅宣传画点了一份麻蓉汤圆端上来以后才后知后觉的发现...是烫的【啊啊啊其实真的热cry了！！！！！水是姜汁好棒！！汤圆好大一颗！里面就是莲蓉的感觉！味道不错但是也没有很惊艳回来看点评发现他们家招牌应该是姜撞奶~奶糊之类的~本来觉得在广州的最后一天来试试的~最后还是时间不过遂作罢~哎~~~~~~
                            

		                            收起评论",很好,很好,很好,3179845
柔风靖世,2014-08-07 12:46,sml-str30,新装修之后环境还不错，出品不够旁边的百花和玫瑰好吃，不过没那么多人，不怎么要等位,很好,很好,很好,3179845
柔风靖世,2014-08-07 12:35,sml-str30,店面有点小，出品还算可以，不过价钱也不便宜，性价比一般,很好,好,好,3179845
小噜噜快跑,2014-08-05 12:02,sml-str30,吃了红豆西米和杨枝甘露冰沙，冰沙是王牌味道很好，口感绵甜冰沙是用芒果做的，融合了就是杨枝甘露了。就是红豆西米太稀了跟兑水的一样，红豆很硬，几乎没有味道！冲这个好感没了,好,好,好,3179845
s_u_n_c,2014-08-04 15:11,sml-str30,"距既芒果雪花冰五错，炎热夏日解暑既选择，比较大份!不过小贵，而且有D酸，可能系芒果既原因~榴莲班戟个人觉得一般，五系禁够满记好吃~仲有椰汁西米，点叻芒果雪花冰就觉得椰汁西米我五够甜，所以如果点芒果雪花冰就咪点其它禁多野，因为会影响味觉~
                            

		                            收起评论",好,一般,一般,3179845
贵理惠,2014-07-29 09:28,sml-str30,"尝了杨枝甘露雪花冰和凤凰炒奶糊。杨枝甘露雪花冰的芒果很不错，新鲜又甜。凤凰炒奶糊做得比百花甜品的浓稠一些，有点偏向于羹，上面浮着一层奶皮，真美好~奶糊一定要趁热喝，热气可以稍微压住甜腻感，而且入口立刻就奶香四溢的感觉不要太好啊！！比百花的大碗，实惠！而且味道也没怎么差~~服务员小妹的态度很好，当时我们外带了食品，小妹怯怯地提醒我们一会儿将外带食品收走，十分客气。相比之下，百花的小妹感觉就是趾高气扬的，眼睛朝天看……
                            

		                            收起评论",好,好,很好,3179845
echoll29,2014-07-22 23:10,sml-str30,好好味嘅一间糖水铺，糖水品种比较多，叫左个香芋炒奶，甜味适中，好味～,好,好,好,3179845
hodymoon,2014-07-21 12:25,sml-str40,＃杨枝甘露雪花冰＃份量很大，最近芒果的出品不错。雪花冰口感也很好。一个人吃不完一份，两个人分者吃比较好。不过柚子有点苦。,很好,好,好,3179845
颓靡的花儿,2014-07-21 01:52,sml-str50,杨枝甘露实在是太好吃了！每次都要吃两碗，还要打包回酒店^_^,很好,好,好,3179845
Pandababy33,2014-07-20 09:02,sml-str40,"果边好多间糖水铺，基本上多数都会去玫瑰，有时百花，因为老字号么，觉得D野会正D，但心血来潮，突然想试下明记，普通果D绿豆沙糖水试吾到功夫的，哈哈，个人认为炒奶可以试到果间糖水铺既水准。嗯，一上炒奶果阵觉得个卖相吾错，好滑漏，试一啖觉得好滑，而且甜度刚刚好，吃到一半，会有小小蛋白，但吾影响我对呢碗糖水既好评，下次会再黎的帮衬的。
                            

		                            收起评论",很好,很好,很好,3179845
折翅轩轩,2014-07-19 14:44,sml-str40,"去北京相似的苹果替代路走累了，想找地方休息一下，相比于又小又拽的百花和玫瑰，明记明亮的黄色更有吸引力。因为刚吃饱，实在喝不下其他，就选择了奇异果冰。端上来喝了一口，惊讶的发现满口都是青苹果味，不仅感叹老板太聪明了，一杯你只要放一个奇异果，其余用苹果就可以搞定。一杯要价17不抵。
                            

		                            收起评论",很好,很好,很好,3179845
May_ae,2014-07-18 14:31,sml-str50,上糖品很快，每个款式我都喜欢，味道都挺好，尤其是芒椰奶西和奶糊，很棒，而且招牌不像百花那么多，没有选择困难症,非常好,很好,很好,3179845
Swin许,2014-07-17 18:51,sml-str40,"感觉装翻个门会好D…夏天坐入面空调会凉D。朋友点佐个芋头椰奶西米露，椰奶多过西米，而且芋头有D硬。我点佐个杨枝甘露雪花冰，好大一碟，係绵绵冰黎嘅，好正，不过旁边D芒果唔冻嘅，D柚子粒又苦，反而个芒果班戟入面嘅芒果好冻…
                            

		                            收起评论",很好,很好,很好,3179845
___taaat,2014-07-14 16:49,sml-str40,"好多外地人唔理解点解好哋哋一煲绿豆沙要加一种叫做“臭草”嘅香草落去呢，其实作为广州人係由细到大都係有食#臭草绿豆沙# 嘎，就算无食过都听过。附近食完云吞面，就嚟文明路三岔口位置拣咗明记试试。比起对面百花同玫瑰，明记算係好新了，而且我果两间都试过了，就嚟明记啦。明记已明黄色为店铺颜色基调，而且店内有好多芒果海报，好明显呢度食芒果一类类似新式港式甜品为主了。不过唔想食冻嘢，只求一个餐后甜点暖暖胃，于是拣咗清热绿豆沙。绿豆沙偏甜，不过都係可接受范围～环境都ok，店铺好似打通晒咁，但係外边d热空气都冲唔入嚟，店内冷气好凉爽～地理位置对于客人嚟讲就好好，皆因选择多，位置就脚。但老实讲附近有百花、玫瑰、五代同糖等传统与新式甜品店，竞争好大。呢度生意都唔错，络绎不绝，但又既唔会好似百花咁，条队排到出马路；又唔会玫瑰咁等位等到脚软，中中等等咁啦，出品又都ok，係无老店咁响朵嗻。服务好快手，无论落单、收钱、定上菜，都係好快脆嘎！！落单收钱好熟手，睇都唔使睇，可能我呢个係绿豆沙，已经一早煲好晒就咁一毕，顶多就加热下就上得台了。所以，我比完钱行入店，都未坐低，一店员就攞住万绿豆沙跟住喺我后边了！！！呢度镇店之宝係#芒果雪花冰# #杨枝甘露雪花冰# 等等鲜果冰品，下次要叫多个小伙伴一齐嚟试试先得～
                            

		                            收起评论",很好,很好,很好,3179845
你妹我叫章魚_,2014-07-14 12:32,sml-str40,"夜晚8点几去搵fan一齐去食 岩去到好好彩有位 米先又要等 纠结左好耐 终于拣左个雪花冰同班戟 唔错 不过芒果有d系苦既 下次夜晚得闲无事又撘个车去食下先~~~价钱 唔算贵亦都唔算便 中等价钱 班戟个芒果好大够 d服务态度就真系要改进 麻麻 总体来讲 明记同玫瑰相比 我更加会选择玫瑰 最起码个老细得闲果时会同你吹水 问下意见 跟住改进!good~
                            

		                            收起评论",很好,非常好,好,3179845
银记虾肠,2014-07-13 16:17,sml-str20,这里的传统甜品很差。双皮奶奶味不足，香味也不够。红豆比较硬。豆腐花姜汁香味不错，但都香味不足。难怪很多人推荐的都係港式甜品类，例如芒果的。很差。,一般,一般,好,3179845
小陸籽,2014-07-10 09:53,sml-str50,环境可以，芝麻糊好香好滑，最好就可以有电子会员卡，我中意去食，不过夏天去的时候，空调不够冷,非常好,非常好,非常好,3179845
Ly_Yan,2014-07-08 20:04,sml-str30,多人嘅時候 D位唔系好夠 出品一般般 薑撞奶唔系幾好吃 店鋪空調好似唔系好夠，感覺有D熱,很好,一般,好,3179845
tiramisu916,2014-07-04 22:17,sml-str40,很好找，可以坐在那里边喝边聊。芒果糯米糍和汤圆八错，近中午去，生意很好~,非常好,非常好,非常好,3179845
2013pirate,2014-07-04 13:21,sml-str40,环境够宽，百花玫瑰太挤了，很喜欢芝麻糊和姜撞奶，芝麻糊很香很滑，感觉很新鲜，也不会太甜。至于价钱都还OK。,很好,很好,很好,3179845
dd3368168,2014-07-01 19:02,sml-str30,很多人帮衬的糖水店，和对面的百花甜品都是文明路一带比较有名的糖水店了。外带堂食都很方便。,好,好,好,3179845
小圆圆,"2014-07-01
  更新于2014-07-03 23:45",sml-str40,lN久前路过，不过z真的好吃，杨枝甘露，下次再来，感觉值得...,很好,很好,很好,3179845
大爱麦,2014-06-26 21:31,sml-str30,为什么没有净雪耳糖水，要番薯雪耳的话每次都给很多番薯，但我喜欢的是雪耳啊，郁闷,很好,很好,很好,3179845
dpuser_80446003546,2014-06-25 16:50,sml-str30,芒果系列的甜品都很赞 有时候还是会特意来这边吃糖水 文明路的糖水铺还是比较喜欢明记,好,好,一般,3179845
fatfatbell,2014-06-24 15:10,sml-str40,环境比百花好得多啦，价钱就差五多，最中意晚上同男朋友来食哩度食糖水啦！我最爱芝麻糊汤圆啦，虽然有时候排队几多人，不过一般都有位坐的。,很好,很好,一般,3179845
qinqin813,2014-06-11 16:03,sml-str40,装修过之后坐得舒服很多，广式的糖水，性价比很好。一直都很多人排队。,很好,很好,很好,3179845
Christy_Su,2014-06-09 16:40,sml-str40,以前系惠福路试过距的豆腐花，好唔错。。而家搬左来文明路，一直都有帮衬，芝麻糊，豆腐花，姜撞奶真是好正！！,很好,很好,很好,3179845
梨大宝,2014-06-03 23:09,sml-str50,吃了雪糕，挺好吃的，香芋味，里面有一点冰渣，感觉应该是手工做的，很开心,非常好,非常好,非常好,3179845
D_Ex,2014-06-02 01:10,sml-str30,又系一个劲多人排队既地方，其实附近几间都大同小异，无话边个好边个唔好，有位坐低就无错了。杨枝金露一直系我既菜。中意。,很好,好,好,3179845
typical2006,2014-06-01 14:48,sml-str40,这里的选择很多，比较中意的是番薯糖水和杏仁糊。番薯糖水的番薯大大块又够软，而且姜味好够，搭配起来刚刚好耶。,很好,好,好,3179845
cccaty,2014-06-01 11:33,sml-str40,这里出品不错啊。。。虽然很多都是抄袭百花的款式。。但出品也不错。不会马虎。,很好,好,一般,3179845
quanquan13,2014-05-29 10:00,sml-str30,老婆他们吃隔壁的榴莲，我不爱好，就吃这家的西瓜冰，味道不错，就是有点贵，才一小杯15,好,好,好,3179845
mmkashun,2014-05-27 22:40,sml-str40,杨枝甘露雪花冰口感幼滑味道不错，配套的柚子不苦，芒果肉酸酸甜甜，夏天食好正。。透心凉。。,很好,好,好,3179845
qisisi,2014-05-17 20:38,sml-str30,"听文明路上的朋友说，明记好吃过百花。吃了一个芒果糯米糍，不太冰，糯米糍还不够滑，但里面芒果很好吃。13元3个。杏仁芝麻糊，很滑，但是觉得还是稀了点。7元。芝麻糊6元，杏仁糊8元。没有吃。对甜品不是太有研究，多试几家再来评价吧
                            

		                            收起评论",好,好,好,3179845
吃货甲乙丙丁,2014-05-17 19:25,sml-str30,"明记甜品，人流如鲫，文明路上的后起之秀，虽然没有百花甜品屹立文明路那么久，不过还是挺多回头客的。我们点了豆腐花+杏仁糊，杏仁糊比较少，比较甜，豆腐花味道比较醇，比较清淡，两者MIX，口感还是比较丰富的。价格中等吧，基本与百花甜品持平。总体而言，过得去吧。
                            

		                            收起评论",好,好,好,3179845
